CustomerID,Recency,Frequency,Monetary
12567,-0.2248995983935743,2.0,6.450238577105462
14367,-0.3373493975903614,3.5,6.322116023813392
14667,-0.321285140562249,5.75,6.2831311952491395
18092,-0.3855421686746988,2.25,6.2042604109730695
12451,-0.321285140562249,0.75,6.180077703750757
13969,-0.3453815261044177,4.0,6.171694266763181
13488,-0.26506024096385544,2.75,6.130434461465734
13090,-0.3373493975903614,3.0,6.08797069120884
16033,-0.3614457831325301,4.5,5.990471688357732
17017,-0.3855421686746988,4.5,5.928013236228266
17306,-0.321285140562249,4.25,5.88151655267162
16656,-0.2248995983935743,3.25,5.877446707931395
17243,-0.39357429718875503,6.0,5.81410928751865
14527,-0.3855421686746988,13.25,5.789793627110631
12683,-0.36947791164658633,3.25,5.767221130692981
18139,-0.26506024096385544,1.0,5.738983351306635
15358,-0.36947791164658633,5.0,5.671664721610802
16558,-0.40160642570281124,4.5,5.665231264680247
14056,-0.39357429718875503,5.25,5.528008804455408
14936,-0.13654618473895583,1.5,5.516419718434698
16672,-0.3855421686746988,4.5,5.514883370510982
13854,-0.3373493975903614,5.75,5.496107426174051
14952,0.07228915662650602,2.25,5.488698979214985
18109,-0.39357429718875503,6.0,5.418846852702643
14796,-0.39357429718875503,3.75,5.3971090068397025
12428,-0.20080321285140562,1.75,5.3830529005953345
15290,-0.36947791164658633,4.0,5.373273455157844
14849,-0.23293172690763053,5.75,5.363907641853662
12757,-0.28112449799196787,2.75,5.293080525312809
13093,1.8072289156626506,1.5,5.291470314508146
12435,0.23293172690763053,0.0,5.289564652179693
13629,-0.21686746987951808,2.25,5.26184391295998
17811,-0.36947791164658633,9.25,5.23928618911852
15044,-0.24899598393574296,3.75,5.1454138537219505
15194,-0.37751004016064255,3.25,5.131970809389449
18172,-0.2891566265060241,4.5,5.091457019189576
13263,-0.39357429718875503,8.25,4.999313075207185
12980,0.8594377510040161,1.75,4.95349593015526
15465,-0.24899598393574296,4.0,4.938516537899043
17396,-0.08835341365461848,1.5,4.920922399657275
12474,-0.26506024096385544,4.0,4.915966200345678
12583,-0.3855421686746988,3.25,4.884419363892869
13018,-0.27309236947791166,6.5,4.881701209873989
18229,-0.3132530120481928,4.5,4.8811103068264075
16729,-0.0963855421686747,4.75,4.8282466429320605
16745,0.2891566265060241,3.75,4.810054215354615
16873,-0.36947791164658633,1.0,4.767893282909606
13324,-0.11244979919678715,2.0,4.7666597727977775
16923,-0.30522088353413657,4.25,4.727608467640672
13985,-0.36947791164658633,3.25,4.720997739795842
14961,-0.321285140562249,1.75,4.7095859246894065
12766,-0.37751004016064255,1.25,4.668924408727637
12798,-0.321285140562249,0.25,4.659625072016309
12989,-0.37751004016064255,3.25,4.620529449130633
13027,0.5060240963855421,1.0,4.611584654247854
16187,-0.15261044176706828,3.25,4.611171022114545
16713,-0.2570281124497992,3.25,4.61068352710029
17416,-0.1686746987951807,1.25,4.597860930967752
12705,-0.28112449799196787,1.75,4.5792991889855665
12476,-0.28112449799196787,2.25,4.5409865126379385
12830,-0.10441767068273092,1.0,4.539671753357068
15601,-0.3132530120481928,3.0,4.511544768292142
16652,0.0642570281124498,1.25,4.5096317196755935
18055,-0.3453815261044177,2.0,4.500302837811886
16532,-0.26506024096385544,0.25,4.4910404325410305
15023,-0.37751004016064255,2.25,4.470070760639948
13576,-0.321285140562249,4.0,4.46780317019485
15249,-0.15261044176706828,2.75,4.446471570177122
16746,-0.36947791164658633,4.0,4.44030401961798
16353,-0.37751004016064255,5.25,4.4370540528562765
12626,-0.21686746987951808,1.75,4.396259583708803
16182,0.17670682730923695,0.5,4.39416926417798
15144,-0.3373493975903614,3.75,4.3666848861773
12472,-0.14457831325301204,1.25,4.360532108194347
17338,-0.26506024096385544,1.5,4.302498042633654
18223,-0.36947791164658633,3.0,4.295850383348351
15694,-0.40160642570281124,3.0,4.292053831267634
13225,-0.37751004016064255,1.25,4.2805607669921555
13102,-0.39357429718875503,5.5,4.251200271815402
12431,-0.12048192771084337,3.25,4.248142348544162
16814,-0.2891566265060241,4.75,4.245741804913358
13871,-0.2248995983935743,2.75,4.235807247425878
12359,0.05622489959839357,0.5,4.16695226980633
13668,-0.3855421686746988,4.75,4.166804544044436
13709,-0.37751004016064255,2.75,4.165194333239773
15005,-0.28112449799196787,6.5,4.156123971459382
16126,-0.1686746987951807,0.5,4.15051039250735
17315,-0.39357429718875503,9.0,4.145679760093362
14057,-0.21686746987951808,3.75,4.094293353817972
12357,-0.13654618473895583,-0.25,4.091346224868155
14060,-0.36947791164658633,4.25,4.041673437430753
13418,-0.3132530120481928,4.0,4.0320786491956335
15939,0.3132530120481928,3.25,4.022904879381915
17509,0.05622489959839357,1.5,3.9997340936285877
14735,-0.37751004016064255,7.5,3.9864757064984553
13097,-0.14457831325301204,2.0,3.9403335647703597
12637,0.13654618473895583,1.5,3.940097203551327
14101,0.18473895582329317,1.0,3.920811605335854
15382,-0.2891566265060241,1.0,3.9052413100320558
14944,-0.1686746987951807,2.5,3.864276956258402
13209,-0.1606425702811245,1.5,3.85789520334451
13534,-0.3855421686746988,5.75,3.841992525076448
14505,-0.26506024096385544,1.5,3.8341261282555066
14415,-0.39357429718875503,2.75,3.8312750210509208
13050,-0.2891566265060241,3.75,3.8174552760255853
12720,-0.3855421686746988,5.75,3.776734669759059
15218,-0.321285140562249,2.25,3.758387130131623
17686,-0.3453815261044177,1.25,3.74551282998242
13316,-0.10441767068273092,0.5,3.740689583856529
13178,-0.1927710843373494,2.25,3.7351794129378217
16553,0.9076305220883534,2.5,3.731006160164271
13468,-0.39357429718875503,8.75,3.720037522343521
14110,-0.37751004016064255,2.5,3.7039206417207096
17716,-0.2248995983935743,2.25,3.6838594832552847
13004,-0.3132530120481928,4.0,3.6838003929505265
17049,-0.3855421686746988,1.75,3.683150399598185
18118,-0.321285140562249,6.0,3.6610284667543174
17757,-0.39357429718875503,7.0,3.6376213197819562
12839,-0.3855421686746988,3.0,3.636166221027285
12481,-0.2248995983935743,2.0,3.627598126837339
14688,-0.3453815261044177,4.75,3.6270663140945154
14049,-0.27309236947791166,0.5,3.6267856351469128
16767,-0.1606425702811245,2.25,3.624451568108962
12539,-0.2248995983935743,0.5,3.619126054392626
16161,-0.39357429718875503,4.25,3.5935104072799255
18225,-0.37751004016064255,2.5,3.5723043741598093
16609,-0.28112449799196787,1.25,3.5638101428508113
15805,-0.21686746987951808,3.75,3.559910182736768
16985,-0.26506024096385544,2.0,3.542138773580724
16265,-0.3293172690763052,1.75,3.52949344836246
18198,-0.36947791164658633,3.75,3.5136572466872495
12490,-0.3614457831325301,2.0,3.5080215088709323
17809,-0.27309236947791166,2.5,3.503574963437874
16701,-0.3373493975903614,2.75,3.4935222253408766
17719,-0.10441767068273092,3.25,3.491852924231456
17850,2.5863453815261046,8.0,3.488285347081677
16303,-0.20080321285140562,0.25,3.4656980780878373
13269,-0.39357429718875503,3.25,3.452882868243392
17730,-0.37751004016064255,2.75,3.4197922975787747
15150,-0.26506024096385544,2.0,3.4145111015910063
17061,0.18473895582329317,2.25,3.3708581389508514
18226,-0.04819277108433735,2.25,3.3677706705272326
12362,-0.37751004016064255,2.0,3.366426366093983
16258,-0.040160642570281124,0.75,3.349644719542641
13756,-0.3855421686746988,3.0,3.339311302498043
16191,-0.3855421686746988,2.75,3.33266364321274
15727,-0.27309236947791166,1.25,3.3168126689613397
13599,-0.39357429718875503,4.75,3.3100616016427105
17858,-0.3614457831325301,2.5,3.3032218988669433
15903,-0.3293172690763052,1.25,3.2929549584151983
13941,-0.23293172690763053,0.75,3.2827618808444
15046,-0.3293172690763052,3.25,3.2661131874787643
16700,-0.3373493975903614,2.75,3.2558684058913028
13139,-0.27309236947791166,1.25,3.247292925413262
12432,-0.0642570281124498,0.75,3.243141831503996
17602,-0.3855421686746988,1.0,3.2395225503375533
15301,0.0,2.5,3.236220879559186
17426,-0.3373493975903614,1.0,3.2268476799669097
15719,-0.14457831325301204,2.75,3.221536938826762
14755,-0.3293172690763052,2.25,3.20691947468719
14562,-0.37751004016064255,4.0,3.204326887565923
12444,-0.23293172690763053,0.75,3.2033592838255056
14329,-0.26506024096385544,1.25,3.1810379212030786
15032,1.6546184738955823,0.25,3.169116452218103
12437,-0.39357429718875503,4.0,3.163436396673216
12700,-0.3453815261044177,0.5,3.155001255668976
14709,-0.28112449799196787,2.75,3.141004239729366
15786,-0.0321285140562249,0.25,3.139497436958031
15547,-0.3453815261044177,3.0,3.1332929549584154
17133,-0.28112449799196787,1.25,3.1197317300163974
12664,-0.3373493975903614,1.75,3.1120795355502042
12688,0.5060240963855421,-0.25,3.106118801057716
14292,-0.3453815261044177,1.75,3.104730178895898
17652,-0.20080321285140562,2.5,3.1016205516079944
15738,-0.2570281124497992,3.5,3.060774378443857
13013,-0.39357429718875503,2.75,3.0596812078058284
15298,-0.3855421686746988,2.5,3.051526745749191
15555,-0.30522088353413657,3.5,3.047804056549421
15187,-0.39357429718875503,3.5,3.0347450991978495
17365,-0.30522088353413657,1.5,3.0274917642887735
12955,-0.39357429718875503,2.25,3.0199577504320976
14180,-0.321285140562249,5.75,3.0135759975182075
15152,-0.3293172690763052,2.75,3.0114856779873835
16722,-0.26506024096385544,2.75,3.0004948813023504
17690,-0.1606425702811245,3.25,2.9975329797763433
12714,-0.3293172690763052,0.75,2.984281978934306
14135,-0.39357429718875503,3.25,2.970580414518488
14191,-0.39357429718875503,2.75,2.9664810246258844
15291,-0.20080321285140562,3.25,2.954323194421875
14189,-0.3855421686746988,3.25,2.9438198927510966
14390,-0.321285140562249,1.75,2.9353182751540037
14159,-0.24899598393574296,2.25,2.926292231102182
14286,-0.21686746987951808,0.25,2.925110425007017
13802,0.7068273092369478,0.25,2.9034464420250248
15093,-0.2570281124497992,1.0,2.9016737328822773
14004,-0.05622489959839357,1.25,2.8910522506019825
16931,-0.3614457831325301,4.75,2.870540528562776
17068,-0.30522088353413657,4.75,2.868524071912901
17613,-0.2248995983935743,3.0,2.862917879248962
12484,-0.14457831325301204,1.0,2.8501913048616543
13267,-0.3855421686746988,4.25,2.8458850989023974
15299,0.13654618473895583,1.25,2.835189753741155
12524,-0.3293172690763052,1.5,2.8194643463873663
17975,-0.28112449799196787,2.75,2.8176473195160505
14426,-0.21686746987951808,2.0,2.8164728997089803
12627,-0.321285140562249,1.25,2.8141536052472187
17364,-0.40160642570281124,2.25,2.8024463386169916
16984,0.30522088353413657,0.0,2.800112271579041
13069,-0.40160642570281124,5.5,2.7793715746088954
14085,-0.3855421686746988,4.0,2.771874492192693
15955,-0.20883534136546184,3.0,2.7681591892810187
16626,-0.40160642570281124,3.75,2.765825122243068
15874,0.10441767068273092,1.25,2.760492222238636
14534,-0.3855421686746988,4.0,2.7541547870533143
12712,-0.17670682730923695,2.75,2.7532905913462247
13505,0.17670682730923695,0.5,2.7514440193225296
12752,0.24899598393574296,-0.25,2.731611835788043
16945,-0.23293172690763053,4.25,2.715893814722349
14016,0.891566265060241,0.5,2.712725097129688
14800,-0.024096385542168676,2.5,2.7057672137444047
17567,-0.3453815261044177,1.5,2.705538238813466
18251,0.2971887550200803,-0.25,2.693158819966614
12347,-0.3855421686746988,1.25,2.689672491985877
17937,-0.3373493975903614,1.25,2.68318733103866
15034,-0.28112449799196787,1.5,2.6632000354541825
14422,-0.40160642570281124,1.0,2.6554296603784735
12500,-0.21686746987951808,2.25,2.6511308407073106
17419,-0.3132530120481928,2.5,2.6280486904111204
14525,-0.24899598393574296,1.75,2.620167521013989
15804,-0.40160642570281124,2.75,2.613143161035853
15971,-0.26506024096385544,2.5,2.6083125286218665
12747,-0.3855421686746988,2.25,2.6054761939934705
14146,-0.3373493975903614,0.75,2.601775663657985
14277,-0.28112449799196787,0.25,2.5995597772295507
12949,-0.1606425702811245,1.5,2.5842110705685966
13384,-0.1606425702811245,1.25,2.5729174360716764
15570,-0.3453815261044177,2.5,2.570620300474199
13988,-0.24899598393574296,1.0,2.5699850796980486
12569,-0.3855421686746988,7.5,2.552797187301493
17920,-0.36947791164658633,3.75,2.548963703780302
16592,-0.36947791164658633,3.5,2.5446648841091397
13555,0.18473895582329317,0.5,2.533733177728864
16401,-0.39357429718875503,2.5,2.533319545595556
18041,-0.3132530120481928,4.75,2.532617848226552
16670,-0.27309236947791166,2.25,2.5315320638766194
12749,-0.37751004016064255,0.75,2.5278241472530394
14092,-0.3453815261044177,3.0,2.5175055027846303
12449,-0.2248995983935743,0.5,2.510399893637451
17377,-0.21686746987951808,4.5,2.503774393216433
18087,0.3855421686746988,0.0,2.5018539583117896
14401,-0.36947791164658633,2.75,2.498722172159603
12656,-0.26506024096385544,0.75,2.4984931972286644
16549,-0.321285140562249,2.0,2.486475706498456
13815,-0.2248995983935743,0.5,2.4809064452749916
15514,-0.30522088353413657,2.25,2.478217836408491
17940,-0.008032128514056224,2.0,2.4754996823896116
12957,-0.3293172690763052,1.5,2.4736531103659165
12867,-0.1927710843373494,1.25,2.4675963541281964
12378,0.6345381526104418,-0.25,2.467064541385372
16186,-0.2248995983935743,2.5,2.465823644985449
12841,-0.36947791164658633,5.75,2.4544783064718656
17001,-0.40160642570281124,2.25,2.4529936625648148
15416,0.11244979919678715,0.5,2.4491158613150548
12779,-0.10441767068273092,1.5,2.4469295200389993
12727,-0.321285140562249,1.25,2.446442025024744
14547,-0.37751004016064255,1.5,2.4420471836083495
14299,-0.3373493975903614,1.75,2.4353035025778142
13523,-0.13654618473895583,0.75,2.4347569172588006
15529,-0.2248995983935743,2.25,2.4330728435731905
17611,-0.3453815261044177,3.25,2.431979672935163
13183,-0.3453815261044177,1.75,2.4295126527115065
17769,-0.30522088353413657,2.0,2.4292541326281887
17651,-0.3132530120481928,2.0,2.4200729765263764
12473,-0.1686746987951807,0.75,2.407553218205723
17593,-0.37751004016064255,0.75,2.4044583634940095
14739,-0.36947791164658633,1.25,2.3885187537854726
13999,-0.321285140562249,2.5,2.388171598245018
14291,-0.39357429718875503,2.25,2.3744626475411046
15195,-0.3855421686746988,-0.25,2.3580281565302172
18073,0.5140562248995983,2.5,2.357156574535033
12662,-0.40160642570281124,2.25,2.349740741287873
16717,-0.21686746987951808,1.0,2.3447919282643697
13266,-0.3132530120481928,2.5,2.3382772221647734
17091,-0.3855421686746988,1.75,2.3334761349031656
16327,-0.2891566265060241,1.0,2.327943805120175
12755,1.8473895582329318,0.0,2.321798413425317
12597,-0.24899598393574296,0.5,2.3212592143943978
15867,-0.3614457831325301,3.25,2.3204614952801617
13435,-0.3614457831325301,1.25,2.3202768380777923
12668,-0.3132530120481928,0.5,2.3182529951398223
16145,-0.3373493975903614,2.25,2.31259509845922
16655,-0.26506024096385544,1.0,2.3052309692287234
16168,-0.321285140562249,6.25,2.3038128019145256
16019,-0.0321285140562249,1.75,2.3028082667336354
12562,-0.3373493975903614,1.25,2.299484437090984
17173,-0.3614457831325301,1.5,2.288301596915486
13124,0.3132530120481928,0.25,2.280715879042146
12429,-0.3293172690763052,0.5,2.276335810201941
14145,-0.0321285140562249,0.5,2.2702790539642206
13552,0.1285140562248996,2.5,2.2687057746000323
16570,-0.28112449799196787,2.0,2.267472264488204
12502,0.3614457831325301,0.75,2.2567399878864873
12647,-0.2248995983935743,2.5,2.2559644276365356
13680,-0.39357429718875503,0.5,2.2532315010414665
17238,-0.3855421686746988,3.75,2.2532167284652767
16240,-0.20883534136546184,0.0,2.2529951398224335
14364,0.46586345381526106,1.5,2.25192412804869
15845,-0.26506024096385544,1.5,2.2478025792918026
15622,-0.05622489959839357,1.75,2.2461702096228557
17819,0.1686746987951807,1.25,2.2427060405064037
15379,0.9558232931726908,1.25,2.2415390069874284
14282,-0.37751004016064255,3.25,2.240172543689894
12553,-0.3373493975903614,2.0,2.2334067037950747
16253,0.1285140562248996,0.0,2.227187449219269
13148,-0.1686746987951807,2.5,2.2267442719335824
15581,0.5622489959839357,2.75,2.2212119421505916
15296,0.0,1.0,2.2190625323150104
16904,-0.36947791164658633,3.5,2.204947335765884
15808,2.0562248995983934,0.5,2.2031155363183785
12417,-0.37751004016064255,1.75,2.201512711801811
13426,-0.40160642570281124,2.0,2.1957661796640715
12619,-0.27309236947791166,1.75,2.195707089359313
16440,-0.3453815261044177,0.75,2.195286070937911
13381,-0.15261044176706828,1.0,2.1942815357570207
17230,1.7188755020080322,1.5,2.1936167698284903
17528,-0.39357429718875503,1.5,2.1862969583265626
13327,-0.0963855421686747,1.5,2.1857577592956434
13520,0.0642570281124498,1.0,2.183231648767228
13082,0.6104417670682731,1.75,2.1753135479296235
18079,-0.040160642570281124,0.5,2.1749590061010737
16712,-0.3293172690763052,2.25,2.173599929091634
15505,0.01606425702811245,0.75,2.1733414090083167
13137,-0.321285140562249,1.5,2.16767612603962
14543,-0.17670682730923695,3.5,2.165046607477878
15484,-0.39357429718875503,0.5,2.158162586973542
14132,-0.3855421686746988,2.25,2.154927392788028
16242,-0.3373493975903614,1.25,2.1503700530335483
17576,-0.3373493975903614,4.25,2.1392684620270925
14040,-0.08032128514056225,2.5,2.1359372460963466
17203,-0.12048192771084337,1.0,2.1357599751820717
17491,-0.39357429718875503,2.0,2.1348662343226033
15544,-0.3293172690763052,1.75,2.12588450799935
14503,-0.37751004016064255,1.0,2.1233362386066506
12370,0.008032128514056224,0.5,2.1223612485781396
13448,-0.27309236947791166,1.0,2.1170061897094232
12454,0.04819277108433735,-0.25,2.1123158967692377
17160,-0.15261044176706828,1.0,2.1047006337435183
13953,-0.3453815261044177,1.25,2.1029648560412446
15113,-0.3293172690763052,0.25,2.0983484259820067
16131,0.008032128514056224,1.0,2.0962137887226153
13334,0.2570281124497992,0.25,2.0930967751466176
14907,-0.37751004016064255,1.25,2.092195647999054
16458,-0.3855421686746988,4.0,2.0786344230570366
14395,-0.3855421686746988,1.75,2.0765441035262135
13993,-0.0642570281124498,1.75,2.066535683157786
13014,-0.321285140562249,2.0,2.0664765928530278
15410,0.27309236947791166,1.5,2.055072164034686
16360,-0.36947791164658633,1.0,2.0547545536466103
15129,0.0,2.25,2.0525312809300815
13536,-0.39357429718875503,1.25,2.0503080082135523
15974,-0.08835341365461848,1.25,2.0486534796803215
17725,-0.27309236947791166,2.25,2.0463858892352236
15676,-0.2570281124497992,0.25,2.0439336415877567
14221,-0.0642570281124498,1.75,2.0417473003117013
12406,-0.2248995983935743,0.0,2.0288212961458347
15981,-0.20883534136546184,1.5,2.0237838476651944
17758,-0.24899598393574296,1.5,2.02357703159854
13437,-0.2891566265060241,1.25,2.0234736235652133
17669,-0.0642570281124498,1.25,2.0224838609605125
13198,-0.321285140562249,1.0,2.0184361750845725
15228,0.1285140562248996,0.5,2.0077038984828564
13842,0.0642570281124498,1.75,2.006898793080525
16011,-0.3373493975903614,3.5,1.9827751761629708
14227,-0.1927710843373494,2.0,1.9812979185440147
16818,-0.321285140562249,2.25,1.9802712244988403
16607,-0.26506024096385544,3.0,1.978897374913211
17183,-0.3453815261044177,1.0,1.9786019233894196
12643,0.6265060240963856,1.0,1.976629784468113
12613,0.05622489959839357,0.75,1.976437740977649
13015,0.024096385542168676,0.75,1.9729366404207227
12594,-0.10441767068273092,2.0,1.9718877875112637
16556,0.1285140562248996,1.25,1.9538430856957143
13373,0.08032128514056225,0.25,1.952705597329118
14841,0.024096385542168676,1.0,1.9405256082608247
15632,-0.28112449799196787,1.5,1.9328069372017784
12480,-0.17670682730923695,0.5,1.9300887831828992
15764,0.30522088353413657,1.0,1.9288626593591653
17723,0.6184738955823293,1.0,1.9262257545093289
14702,-0.39357429718875503,3.75,1.908048099508073
13952,1.3413654618473896,0.0,1.9075162867652489
13047,-0.15261044176706828,2.0,1.8975226389730104
15708,-0.08032128514056225,1.25,1.8958311789993056
14175,0.07228915662650602,0.25,1.8862659359165646
13880,-0.23293172690763053,2.75,1.8843972050285849
15443,-0.39357429718875503,1.25,1.8798324789860104
14388,-0.321285140562249,1.5,1.8792785073789018
16107,-0.26506024096385544,1.25,1.8728672093126317
13868,-0.3453815261044177,0.0,1.8642843425464966
13758,-0.3132530120481928,1.25,1.8628144712156354
14844,0.10441767068273092,0.5,1.8622678858966213
17220,-0.20883534136546184,3.0,1.860598584787201
17050,0.36947791164658633,1.0,1.8591878037610976
12456,-0.04819277108433735,0.25,1.8557901112374986
17672,0.0,0.0,1.8536702465542965
13268,-0.26506024096385544,2.25,1.8511441360258813
16837,-0.15261044176706828,2.25,1.848359505414149
16041,-0.1606425702811245,0.25,1.8449765854667395
17863,0.07228915662650602,1.0,1.8402493610860797
15065,-0.10441767068273092,0.5,1.8388681252123558
17685,-0.27309236947791166,1.25,1.837169278950556
15861,-0.30522088353413657,1.5,1.8305880962581065
14235,0.20080321285140562,0.75,1.8290665209105816
17231,-0.30522088353413657,2.0,1.8141905366876927
13685,-0.3855421686746988,1.25,1.8102905765736486
16678,-0.3855421686746988,2.5,1.8033105343240805
13742,-0.27309236947791166,2.5,1.801744641247987
14099,-0.27309236947791166,2.25,1.7990117146529183
15491,0.3614457831325301,1.0,1.7959981091102477
14257,0.11244979919678715,0.75,1.7957248164507407
14565,0.3614457831325301,0.5,1.7952816391650537
13135,1.1726907630522088,-0.25,1.7929771172794822
16156,-0.3373493975903614,1.75,1.790052147193949
13362,-0.3293172690763052,0.5,1.7890919297416275
16218,-0.1686746987951807,1.25,1.7846158391561902
13869,0.5863453815261044,0.5,1.783855051482428
17059,-0.1686746987951807,0.75,1.7814471215635292
15998,-0.11244979919678715,0.75,1.781321554665918
18272,-0.3855421686746988,1.0,1.780110203418374
12910,-0.21686746987951808,1.5,1.7774954574328214
13631,0.39357429718875503,2.25,1.7740829923330328
16940,0.01606425702811245,0.25,1.7589115565863531
16393,-0.3855421686746988,2.75,1.7523229876058084
16326,-0.3614457831325301,3.0,1.7510377734773164
17799,-0.2248995983935743,2.0,1.7510008420368428
16905,-0.3614457831325301,1.25,1.749841194805962
16709,0.27309236947791166,0.75,1.7441315941086963
12598,-0.3293172690763052,1.5,1.7391163044923403
12395,-0.24899598393574296,2.5,1.735829406290163
18094,0.24899598393574296,1.25,1.734847029973557
14456,-0.3614457831325301,1.75,1.7348322573973676
12754,1.4859437751004017,0.25,1.7300016249833805
